ID_Registro,Fecha,Autodescarga_Porcentaje,Capacidad_MWh,Perdida_MWh,Temperatura_Ambiente_C,Configuracion_BESS,Estado_Sistema
1509,2004-02-18,0.0165,100,1.686,0.6,BESS_100MWh,Operativo
1510,2004-02-19,0.0277,100,2.763,21.0,BESS_100MWh,Operativo
1511,2004-02-20,0.0127,100,1.276,13.2,BESS_100MWh,Operativo
1512,2004-02-21,0.0247,100,2.46,23.5,BESS_100MWh,Operativo
1513,2004-02-22,0.0224,100,2.205,37.2,BESS_100MWh,Operativo
1514,2004-02-23,0.0191,100,1.875,39.2,BESS_100MWh,Operativo
1515,2004-02-24,0.0274,100,2.792,1.8,BESS_100MWh,Operativo
1516,2004-02-25,0.0217,100,2.192,12.1,BESS_100MWh,Operativo
1517,2004-02-26,0.0146,100,1.433,40.8,BESS_100MWh,Operativo
1518,2004-02-27,0.0173,100,1.748,11.1,BESS_100MWh,Operativo
1519,2004-02-28,0.0167,100,1.636,37.6,BESS_100MWh,Operativo
1520,2004-02-29,0.0165,100,1.626,32.6,BESS_100MWh,Operativo
1521,2004-03-01,0.0232,100,2.297,29.2,BESS_100MWh,Operativo
1522,2004-03-02,0.0151,100,1.512,20.6,BESS_100MWh,Operativo
1523,2004-03-03,0.0239,100,2.393,19.7,BESS_100MWh,Operativo
1524,2004-03-04,0.0224,100,2.252,14.1,BESS_100MWh,Operativo
1525,2004-03-05,0.0205,100,2.079,7.0,BESS_100MWh,Operativo
1526,2004-03-06,0.0173,100,1.731,17.9,BESS_100MWh,Operativo
1527,2004-03-07,0.0266,100,2.681,11.8,BESS_100MWh,Operativo
1528,2004-03-08,0.0244,100,2.435,21.0,BESS_100MWh,Operativo
1529,2004-03-09,0.0191,100,1.9,23.2,BESS_100MWh,Operativo
1530,2004-03-10,0.0297,100,2.956,25.0,BESS_100MWh,Operativo
1531,2004-03-11,0.013,100,1.315,11.3,BESS_100MWh,Operativo
1532,2004-03-12,0.0296,100,2.951,21.4,BESS_100MWh,Operativo
1533,2004-03-13,0.0143,100,1.43,19.3,BESS_100MWh,Operativo
1534,2004-03-14,0.026,100,2.587,26.9,BESS_100MWh,Operativo
1535,2004-03-15,0.0293,100,2.909,26.6,BESS_100MWh,Operativo
1536,2004-03-16,0.0276,100,2.779,14.4,BESS_100MWh,Operativo
1537,2004-03-17,0.0209,100,2.103,13.8,BESS_100MWh,Operativo
1538,2004-03-18,0.0189,100,1.851,39.1,BESS_100MWh,Operativo
1539,2004-03-19,0.0131,100,1.319,11.0,BESS_100MWh,Operativo
1540,2004-03-20,0.0137,100,1.364,25.1,BESS_100MWh,Operativo
1541,2004-03-21,0.0205,100,2.005,40.8,BESS_100MWh,Operativo
1542,2004-03-22,0.0203,100,2.044,14.2,BESS_100MWh,Operativo
1543,2004-03-23,0.0163,100,1.63,21.3,BESS_100MWh,Operativo
1544,2004-03-24,0.0197,100,1.978,13.7,BESS_100MWh,Operativo
1545,2004-03-25,0.0115,100,1.162,9.5,BESS_100MWh,Operativo
1546,2004-03-26,0.0108,100,1.069,28.5,BESS_100MWh,Operativo
1547,2004-03-27,0.0103,100,1.022,27.7,BESS_100MWh,Operativo
1548,2004-03-28,0.027,100,2.696,20.7,BESS_100MWh,Operativo
1549,2004-03-29,0.0119,100,1.203,8.4,BESS_100MWh,Operativo
1550,2004-03-30,0.0267,100,2.705,8.7,BESS_100MWh,Operativo
1551,2004-03-31,0.026,100,2.6,20.2,BESS_100MWh,Operativo
1552,2004-04-01,0.0103,100,1.028,25.3,BESS_100MWh,Operativo
1553,2004-04-02,0.0282,100,2.804,25.3,BESS_100MWh,Operativo
1554,2004-04-03,0.0149,100,1.485,20.2,BESS_100MWh,Operativo
1555,2004-04-04,0.0203,100,2.025,20.3,BESS_100MWh,Operativo
1556,2004-04-05,0.0113,100,1.135,18.4,BESS_100MWh,Operativo
1557,2004-04-06,0.0112,100,1.131,11.9,BESS_100MWh,Operativo
1558,2004-04-07,0.0297,100,2.956,25.9,BESS_100MWh,Operativo
1559,2004-04-08,0.0176,100,1.793,0.2,BESS_100MWh,Operativo
1560,2004-04-09,0.0155,100,1.557,18.2,BESS_100MWh,Operativo
1561,2004-04-10,0.0274,100,2.748,18.2,BESS_100MWh,Operativo
1562,2004-04-11,0.0108,100,1.079,22.4,BESS_100MWh,Operativo
1563,2004-04-12,0.0155,100,1.555,19.9,BESS_100MWh,Operativo
1564,2004-04-13,0.0261,100,2.577,33.1,BESS_100MWh,Operativo
1565,2004-04-14,0.0267,100,2.666,23.2,BESS_100MWh,Operativo
1566,2004-04-15,0.0136,100,1.341,32.5,BESS_100MWh,Operativo
1567,2004-04-16,0.0229,100,2.263,30.4,BESS_100MWh,Operativo
1568,2004-04-17,0.014,100,1.409,12.3,BESS_100MWh,Operativo
1569,2004-04-18,0.0225,100,2.292,3.4,BESS_100MWh,Operativo
1570,2004-04-19,0.0125,100,1.251,17.3,BESS_100MWh,Operativo
1571,2004-04-20,0.0302,100,2.974,36.6,BESS_100MWh,Operativo
1572,2004-04-21,0.0163,100,1.642,10.0,BESS_100MWh,Operativo
1573,2004-04-22,0.0142,100,1.452,0.6,BESS_100MWh,Operativo
1574,2004-04-23,0.0199,100,1.962,33.2,BESS_100MWh,Operativo
1575,2004-04-24,0.0239,100,2.411,12.4,BESS_100MWh,Operativo
1576,2004-04-25,0.0207,100,2.075,15.2,BESS_100MWh,Operativo
1577,2004-04-26,0.0124,100,1.232,28.9,BESS_100MWh,Operativo
1578,2004-04-27,0.0149,100,1.469,37.1,BESS_100MWh,Operativo
1579,2004-04-28,0.0155,100,1.539,26.0,BESS_100MWh,Operativo
1580,2004-04-29,0.0104,100,1.045,17.3,BESS_100MWh,Operativo
1581,2004-04-30,0.0179,100,1.785,22.8,BESS_100MWh,Operativo
1582,2004-05-01,0.0113,100,1.121,25.1,BESS_100MWh,Operativo
1583,2004-05-02,0.0201,100,1.99,30.4,BESS_100MWh,Operativo
1584,2004-05-03,0.0173,100,1.729,18.4,BESS_100MWh,Operativo
1585,2004-05-04,0.0236,100,2.369,15.1,BESS_100MWh,Operativo
1586,2004-05-05,0.0121,100,1.231,6.1,BESS_100MWh,Operativo
1587,2004-05-06,0.0128,100,1.269,27.1,BESS_100MWh,Operativo
1588,2004-05-07,0.0151,100,1.508,24.2,BESS_100MWh,Operativo
1589,2004-05-08,0.0277,100,2.748,27.7,BESS_100MWh,Operativo
1590,2004-05-09,0.0259,100,2.574,25.6,BESS_100MWh,Operativo
1591,2004-05-10,0.01,100,1.003,14.6,BESS_100MWh,Operativo
1592,2004-05-11,0.0303,100,2.977,39.2,BESS_100MWh,Operativo
1593,2004-05-12,0.0218,100,2.161,28.8,BESS_100MWh,Operativo
1594,2004-05-13,0.011,100,1.111,12.4,BESS_100MWh,Operativo
1595,2004-05-14,0.0196,100,1.983,7.8,BESS_100MWh,Operativo
1596,2004-05-15,0.0196,100,1.949,25.4,BESS_100MWh,Operativo
1597,2004-05-16,0.0193,100,1.913,27.5,BESS_100MWh,Operativo
1598,2004-05-17,0.0232,100,2.354,4.8,BESS_100MWh,Operativo
1599,2004-05-18,0.0118,100,1.175,25.0,BESS_100MWh,Operativo
1600,2004-05-19,0.0292,100,2.908,25.1,BESS_100MWh,Operativo
1601,2004-05-20,0.0275,100,2.732,26.8,BESS_100MWh,Operativo
1602,2004-05-21,0.0138,100,1.396,9.4,BESS_100MWh,Operativo
1603,2004-05-22,0.0258,100,2.649,-6.8,BESS_100MWh,Operativo
1604,2004-05-23,0.0203,100,2.002,36.4,BESS_100MWh,Operativo
1605,2004-05-24,0.0104,100,1.049,11.9,BESS_100MWh,Operativo
1606,2004-05-25,0.0128,100,1.274,25.2,BESS_100MWh,Operativo
1607,2004-05-26,0.0164,100,1.602,45.2,BESS_100MWh,Operativo
1608,2004-05-27,0.0225,100,2.314,-8.2,BESS_100MWh,Operativo
1609,2004-05-28,0.0112,100,1.131,8.0,BESS_100MWh,Operativo
1610,2004-05-29,0.0179,100,1.806,12.4,BESS_100MWh,Operativo
1611,2004-05-30,0.0205,100,2.018,34.7,BESS_100MWh,Operativo
1612,2004-05-31,0.0181,100,1.808,21.8,BESS_100MWh,Operativo
1613,2004-06-01,0.0296,100,2.976,14.0,BESS_100MWh,Operativo
1614,2004-06-02,0.0101,100,1.011,16.9,BESS_100MWh,Operativo
1615,2004-06-03,0.0166,100,1.654,21.0,BESS_100MWh,Operativo
1616,2004-06-04,0.0266,100,2.671,14.4,BESS_100MWh,Operativo
1617,2004-06-05,0.0135,100,1.365,5.7,BESS_100MWh,Operativo
1618,2004-06-06,0.0207,100,2.059,25.6,BESS_100MWh,Operativo
1619,2004-06-07,0.0208,100,2.069,22.9,BESS_100MWh,Operativo
1620,2004-06-08,0.0189,100,1.916,7.5,BESS_100MWh,Operativo
1621,2004-06-09,0.0265,100,2.609,34.2,BESS_100MWh,Operativo
1622,2004-06-10,0.0253,100,2.549,12.4,BESS_100MWh,Operativo
1623,2004-06-11,0.0132,100,1.33,13.1,BESS_100MWh,Operativo
1624,2004-06-12,0.0296,100,2.91,38.8,BESS_100MWh,Operativo
1625,2004-06-13,0.0299,100,2.976,25.6,BESS_100MWh,Operativo
1626,2004-06-14,0.0166,100,1.635,37.7,BESS_100MWh,Operativo
1627,2004-06-15,0.0157,100,1.525,47.2,BESS_100MWh,Operativo
1628,2004-06-16,0.0206,100,2.091,3.9,BESS_100MWh,Operativo
1629,2004-06-17,0.0261,100,2.617,15.8,BESS_100MWh,Operativo
1630,2004-06-18,0.0204,100,2.023,30.0,BESS_100MWh,Operativo
1631,2004-06-19,0.0252,100,2.515,22.8,BESS_100MWh,Operativo
1632,2004-06-20,0.015,100,1.502,21.7,BESS_100MWh,Operativo
1633,2004-06-21,0.0196,100,1.978,11.3,BESS_100MWh,Operativo
1634,2004-06-22,0.0138,100,1.362,32.4,BESS_100MWh,Operativo
1635,2004-06-23,0.0167,100,1.676,16.4,BESS_100MWh,Operativo
1636,2004-06-24,0.0193,100,1.932,17.5,BESS_100MWh,Operativo
1637,2004-06-25,0.0141,100,1.409,20.9,BESS_100MWh,Operativo
1638,2004-06-26,0.0212,100,2.139,12.8,BESS_100MWh,Operativo
1639,2004-06-27,0.0201,100,2.016,16.9,BESS_100MWh,Operativo
1640,2004-06-28,0.0238,100,2.406,7.7,BESS_100MWh,Operativo
1641,2004-06-29,0.0247,100,2.441,31.5,BESS_100MWh,Operativo
1642,2004-06-30,0.0224,100,2.235,23.5,BESS_100MWh,Operativo
1643,2004-07-01,0.0111,100,1.118,14.3,BESS_100MWh,Operativo
1644,2004-07-02,0.0146,100,1.442,33.4,BESS_100MWh,Operativo
1645,2004-07-03,0.0108,100,1.07,30.0,BESS_100MWh,Operativo
1646,2004-07-04,0.0266,100,2.706,4.2,BESS_100MWh,Operativo
1647,2004-07-05,0.0161,100,1.626,7.7,BESS_100MWh,Operativo
1648,2004-07-06,0.019,100,1.901,20.3,BESS_100MWh,Operativo
1649,2004-07-07,0.0157,100,1.568,19.7,BESS_100MWh,Operativo
1650,2004-07-08,0.0287,100,2.903,8.3,BESS_100MWh,Operativo
1651,2004-07-09,0.022,100,2.222,10.7,BESS_100MWh,Operativo
1652,2004-07-10,0.0187,100,1.856,27.2,BESS_100MWh,Operativo
1653,2004-07-11,0.027,100,2.747,2.2,BESS_100MWh,Operativo
1654,2004-07-12,0.0131,100,1.316,13.6,BESS_100MWh,Operativo
1655,2004-07-13,0.0216,100,2.164,18.4,BESS_100MWh,Operativo
1656,2004-07-14,0.0101,100,1.015,11.4,BESS_100MWh,Operativo
1657,2004-07-15,0.0192,100,1.926,19.5,BESS_100MWh,Operativo
1658,2004-07-16,0.0263,100,2.622,24.8,BESS_100MWh,Operativo
1659,2004-07-17,0.01,100,1.005,17.2,BESS_100MWh,Operativo
1660,2004-07-18,0.0161,100,1.585,36.6,BESS_100MWh,Operativo
1661,2004-07-19,0.0102,100,1.008,34.1,BESS_100MWh,Operativo
1662,2004-07-20,0.0135,100,1.34,24.4,BESS_100MWh,Operativo
1663,2004-07-21,0.0258,100,2.573,23.7,BESS_100MWh,Operativo
1664,2004-07-22,0.0263,100,2.62,25.4,BESS_100MWh,Operativo
1665,2004-07-23,0.0234,100,2.331,24.0,BESS_100MWh,Operativo
1666,2004-07-24,0.0206,100,2.052,23.2,BESS_100MWh,Operativo
1667,2004-07-25,0.0265,100,2.663,14.0,BESS_100MWh,Operativo
1668,2004-07-26,0.0158,100,1.575,25.7,BESS_100MWh,Operativo
1669,2004-07-27,0.0274,100,2.755,16.3,BESS_100MWh,Operativo
1670,2004-07-28,0.0178,100,1.773,21.3,BESS_100MWh,Operativo
1671,2004-07-29,0.0255,100,2.583,6.1,BESS_100MWh,Operativo
1672,2004-07-30,0.0166,100,1.688,5.3,BESS_100MWh,Operativo
1673,2004-07-31,0.0165,100,1.659,14.7,BESS_100MWh,Operativo
1674,2004-08-01,0.0257,100,2.588,14.8,BESS_100MWh,Operativo
1675,2004-08-02,0.0225,100,2.231,28.9,BESS_100MWh,Operativo
1676,2004-08-03,0.0218,100,2.191,12.9,BESS_100MWh,Operativo
1677,2004-08-04,0.0192,100,1.954,4.9,BESS_100MWh,Operativo
1678,2004-08-05,0.0251,100,2.482,29.1,BESS_100MWh,Operativo
1679,2004-08-06,0.0149,100,1.472,31.8,BESS_100MWh,Operativo
1680,2004-08-07,0.0205,100,2.045,22.0,BESS_100MWh,Operativo
1681,2004-08-08,0.0199,100,2.015,6.5,BESS_100MWh,Operativo
1682,2004-08-09,0.0301,100,2.978,30.7,BESS_100MWh,Operativo
1683,2004-08-10,0.0243,100,2.403,31.7,BESS_100MWh,Operativo
1684,2004-08-11,0.0272,100,2.756,5.7,BESS_100MWh,Operativo
1685,2004-08-12,0.0269,100,2.685,23.7,BESS_100MWh,Operativo
1686,2004-08-13,0.023,100,2.303,18.5,BESS_100MWh,Operativo
1687,2004-08-14,0.0286,100,2.833,28.6,BESS_100MWh,Operativo
1688,2004-08-15,0.0201,100,2.03,11.3,BESS_100MWh,Operativo
1689,2004-08-16,0.0234,100,2.302,36.4,BESS_100MWh,Operativo
1690,2004-08-17,0.0142,100,1.411,24.7,BESS_100MWh,Operativo
1691,2004-08-18,0.0299,100,2.951,33.3,BESS_100MWh,Operativo
1692,2004-08-19,0.0104,100,1.041,20.4,BESS_100MWh,Operativo
1693,2004-08-20,0.0132,100,1.303,32.4,BESS_100MWh,Operativo
1694,2004-08-21,0.016,100,1.618,10.2,BESS_100MWh,Operativo
1695,2004-08-22,0.0255,100,2.553,18.4,BESS_100MWh,Operativo
1696,2004-08-23,0.0162,100,1.638,9.3,BESS_100MWh,Operativo
1697,2004-08-24,0.012,100,1.197,26.1,BESS_100MWh,Operativo
1698,2004-08-25,0.0276,100,2.75,23.7,BESS_100MWh,Operativo
1699,2004-08-26,0.0154,100,1.532,24.9,BESS_100MWh,Operativo
1700,2004-08-27,0.0138,100,1.382,16.6,BESS_100MWh,Operativo
1701,2004-08-28,0.0132,100,1.296,40.4,BESS_100MWh,Operativo
1702,2004-08-29,0.0163,100,1.641,13.7,BESS_100MWh,Operativo
1703,2004-08-30,0.0252,100,2.53,15.7,BESS_100MWh,Operativo
1704,2004-08-31,0.024,100,2.386,24.8,BESS_100MWh,Operativo
1705,2004-09-01,0.0279,100,2.774,27.1,BESS_100MWh,Operativo
1706,2004-09-02,0.0147,100,1.46,26.5,BESS_100MWh,Operativo
1707,2004-09-03,0.0264,100,2.652,16.9,BESS_100MWh,Operativo
1708,2004-09-04,0.0234,100,2.336,20.1,BESS_100MWh,Operativo
1709,2004-09-05,0.0255,100,2.552,21.1,BESS_100MWh,Operativo
1710,2004-09-06,0.0184,100,1.834,21.8,BESS_100MWh,Operativo
1711,2004-09-07,0.0127,100,1.277,15.0,BESS_100MWh,Operativo
1712,2004-09-08,0.0269,100,2.668,28.8,BESS_100MWh,Operativo
1713,2004-09-09,0.0216,100,2.114,43.2,BESS_100MWh,Operativo
1714,2004-09-10,0.0185,100,1.839,28.4,BESS_100MWh,Operativo
1715,2004-09-11,0.012,100,1.22,3.7,BESS_100MWh,Operativo
1716,2004-09-12,0.0195,100,1.918,37.8,BESS_100MWh,Operativo
1717,2004-09-13,0.0219,100,2.201,15.9,BESS_100MWh,Operativo
1718,2004-09-14,0.0157,100,1.575,14.4,BESS_100MWh,Operativo
1719,2004-09-15,0.0177,100,1.754,28.5,BESS_100MWh,Operativo
1720,2004-09-16,0.0232,100,2.341,9.3,BESS_100MWh,Operativo
1721,2004-09-17,0.0102,100,1.018,20.0,BESS_100MWh,Operativo
1722,2004-09-18,0.0184,100,1.85,12.2,BESS_100MWh,Operativo
1723,2004-09-19,0.0157,100,1.589,5.7,BESS_100MWh,Operativo
1724,2004-09-20,0.0127,100,1.27,20.0,BESS_100MWh,Operativo
1725,2004-09-21,0.0115,100,1.139,26.0,BESS_100MWh,Operativo
1726,2004-09-22,0.0284,100,2.825,25.8,BESS_100MWh,Operativo
1727,2004-09-23,0.023,100,2.322,10.6,BESS_100MWh,Operativo
1728,2004-09-24,0.0143,100,1.438,16.9,BESS_100MWh,Operativo
1729,2004-09-25,0.0186,100,1.879,11.8,BESS_100MWh,Operativo
1730,2004-09-26,0.0286,100,2.888,8.9,BESS_100MWh,Operativo
1731,2004-09-27,0.0176,100,1.772,15.7,BESS_100MWh,Operativo
1732,2004-09-28,0.0107,100,1.076,10.4,BESS_100MWh,Operativo
1733,2004-09-29,0.0222,100,2.233,13.1,BESS_100MWh,Operativo
1734,2004-09-30,0.0214,100,2.102,35.7,BESS_100MWh,Operativo
1735,2004-10-01,0.0273,100,2.748,14.9,BESS_100MWh,Operativo
1736,2004-10-02,0.0151,100,1.517,15.5,BESS_100MWh,Operativo
1737,2004-10-03,0.0144,100,1.439,19.0,BESS_100MWh,Operativo
1738,2004-10-04,0.0211,100,2.16,-4.8,BESS_100MWh,Operativo
1739,2004-10-05,0.0254,100,2.565,11.4,BESS_100MWh,Operativo
1740,2004-10-06,0.0264,100,2.603,34.4,BESS_100MWh,Operativo
1741,2004-10-07,0.0248,100,2.493,16.6,BESS_100MWh,Operativo
1742,2004-10-08,0.012,100,1.19,25.3,BESS_100MWh,Operativo
1743,2004-10-09,0.0119,100,1.212,3.3,BESS_100MWh,Operativo
1744,2004-10-10,0.0109,100,1.09,23.1,BESS_100MWh,Operativo
1745,2004-10-11,0.0266,100,2.674,16.5,BESS_100MWh,Operativo
1746,2004-10-12,0.0127,100,1.263,29.5,BESS_100MWh,Operativo
1747,2004-10-13,0.0151,100,1.497,31.8,BESS_100MWh,Operativo
1748,2004-10-14,0.0243,100,2.404,31.2,BESS_100MWh,Operativo
1749,2004-10-15,0.0273,100,2.71,26.9,BESS_100MWh,Operativo
1750,2004-10-16,0.0228,100,2.284,17.6,BESS_100MWh,Operativo
1751,2004-10-17,0.0122,100,1.245,2.7,BESS_100MWh,Operativo
1752,2004-10-18,0.0116,100,1.148,33.3,BESS_100MWh,Operativo
1753,2004-10-19,0.0148,100,1.494,10.6,BESS_100MWh,Operativo
1754,2004-10-20,0.0232,100,2.291,33.1,BESS_100MWh,Operativo
1755,2004-10-21,0.0283,100,2.818,25.5,BESS_100MWh,Operativo
1756,2004-10-22,0.0169,100,1.687,21.1,BESS_100MWh,Operativo
1757,2004-10-23,0.0275,100,2.753,20.2,BESS_100MWh,Operativo
1758,2004-10-24,0.0174,100,1.727,25.5,BESS_100MWh,Operativo
1759,2004-10-25,0.0173,100,1.702,38.4,BESS_100MWh,Operativo
1760,2004-10-26,0.0186,100,1.877,11.3,BESS_100MWh,Operativo
1761,2004-10-27,0.025,100,2.526,9.0,BESS_100MWh,Operativo
1762,2004-10-28,0.0264,100,2.612,32.0,BESS_100MWh,Operativo
1763,2004-10-29,0.0249,100,2.516,8.1,BESS_100MWh,Operativo
1764,2004-10-30,0.0202,100,2.012,24.5,BESS_100MWh,Operativo
1765,2004-10-31,0.0189,100,1.905,11.1,BESS_100MWh,Operativo
1766,2004-11-01,0.0218,100,2.154,34.3,BESS_100MWh,Operativo
1767,2004-11-02,0.0281,100,2.781,30.8,BESS_100MWh,Operativo
1768,2004-11-03,0.0303,100,2.96,44.0,BESS_100MWh,Operativo
1769,2004-11-04,0.0184,100,1.86,7.5,BESS_100MWh,Operativo
1770,2004-11-05,0.0128,100,1.292,11.3,BESS_100MWh,Operativo
1771,2004-11-06,0.0296,100,2.992,10.8,BESS_100MWh,Operativo
1772,2004-11-07,0.0125,100,1.248,20.5,BESS_100MWh,Operativo
1773,2004-11-08,0.0243,100,2.418,22.9,BESS_100MWh,Operativo
1774,2004-11-09,0.0124,100,1.225,30.0,BESS_100MWh,Operativo
1775,2004-11-10,0.0266,100,2.652,21.8,BESS_100MWh,Operativo
1776,2004-11-11,0.0185,100,1.834,30.9,BESS_100MWh,Operativo
1777,2004-11-12,0.0183,100,1.816,26.3,BESS_100MWh,Operativo
1778,2004-11-13,0.0282,100,2.815,22.5,BESS_100MWh,Operativo
1779,2004-11-14,0.0254,100,2.57,8.7,BESS_100MWh,Operativo
1780,2004-11-15,0.0241,100,2.454,2.9,BESS_100MWh,Operativo
1781,2004-11-16,0.0237,100,2.385,13.2,BESS_100MWh,Operativo
1782,2004-11-17,0.0111,100,1.13,-1.2,BESS_100MWh,Operativo
1783,2004-11-18,0.0184,100,1.825,28.3,BESS_100MWh,Operativo
1784,2004-11-19,0.0211,100,2.13,10.4,BESS_100MWh,Operativo
1785,2004-11-20,0.0291,100,2.868,33.0,BESS_100MWh,Operativo
1786,2004-11-21,0.0264,100,2.625,25.6,BESS_100MWh,Operativo
1787,2004-11-22,0.0113,100,1.135,16.1,BESS_100MWh,Operativo
1788,2004-11-23,0.0145,100,1.44,23.7,BESS_100MWh,Operativo
1789,2004-11-24,0.0202,100,2.003,26.1,BESS_100MWh,Operativo
1790,2004-11-25,0.0189,100,1.893,19.5,BESS_100MWh,Operativo
1791,2004-11-26,0.0183,100,1.841,14.4,BESS_100MWh,Operativo
1792,2004-11-27,0.0262,100,2.598,28.8,BESS_100MWh,Operativo
1793,2004-11-28,0.015,100,1.491,27.9,BESS_100MWh,Operativo
1794,2004-11-29,0.0194,100,1.946,18.2,BESS_100MWh,Operativo
1795,2004-11-30,0.0284,100,2.862,12.6,BESS_100MWh,Operativo
1796,2004-12-01,0.0252,100,2.526,17.8,BESS_100MWh,Operativo
1797,2004-12-02,0.015,100,1.496,24.7,BESS_100MWh,Operativo
1798,2004-12-03,0.0299,100,2.949,35.5,BESS_100MWh,Operativo
1799,2004-12-04,0.0186,100,1.852,23.1,BESS_100MWh,Operativo
1800,2004-12-05,0.013,100,1.29,25.4,BESS_100MWh,Operativo
1801,2004-12-06,0.0243,100,2.424,21.4,BESS_100MWh,Operativo
1802,2004-12-07,0.0191,100,1.914,20.4,BESS_100MWh,Operativo
1803,2004-12-08,0.0213,100,2.111,27.9,BESS_100MWh,Operativo
1804,2004-12-09,0.0227,100,2.231,35.4,BESS_100MWh,Operativo
1805,2004-12-10,0.0191,100,1.904,21.9,BESS_100MWh,Operativo
1806,2004-12-11,0.0286,100,2.862,18.1,BESS_100MWh,Operativo
1807,2004-12-12,0.0248,100,2.477,22.7,BESS_100MWh,Operativo
1808,2004-12-13,0.0154,100,1.56,8.5,BESS_100MWh,Operativo
1809,2004-12-14,0.0212,100,2.124,16.0,BESS_100MWh,Operativo
1810,2004-12-15,0.0138,100,1.385,16.7,BESS_100MWh,Operativo
1811,2004-12-16,0.0279,100,2.786,22.9,BESS_100MWh,Operativo
1812,2004-12-17,0.0116,100,1.178,6.8,BESS_100MWh,Operativo
1813,2004-12-18,0.0205,100,2.039,23.2,BESS_100MWh,Operativo
1814,2004-12-19,0.0258,100,2.534,37.6,BESS_100MWh,Operativo
1815,2004-12-20,0.0204,100,2.04,22.7,BESS_100MWh,Operativo
1816,2004-12-21,0.0164,100,1.655,13.6,BESS_100MWh,Operativo
1817,2004-12-22,0.0205,100,2.04,22.6,BESS_100MWh,Operativo
1818,2004-12-23,0.0287,100,2.831,32.8,BESS_100MWh,Operativo
1819,2004-12-24,0.0279,100,2.821,10.1,BESS_100MWh,Operativo
1820,2004-12-25,0.0293,100,2.902,30.9,BESS_100MWh,Operativo
1821,2004-12-26,0.0265,100,2.671,11.0,BESS_100MWh,Operativo
1822,2004-12-27,0.0201,100,2.012,18.7,BESS_100MWh,Operativo
1823,2004-12-28,0.0128,100,1.243,49.8,BESS_100MWh,Operativo
1824,2004-12-29,0.0214,100,2.154,14.2,BESS_100MWh,Operativo
1825,2004-12-30,0.0102,100,1.018,18.7,BESS_100MWh,Operativo
1826,2005-01-01,0.0244,100,2.415,31.4,BESS_100MWh,Operativo
1827,2005-01-02,0.0122,100,1.22,16.1,BESS_100MWh,Operativo
1828,2005-01-03,0.0252,100,2.481,36.1,BESS_100MWh,Operativo
1829,2005-01-04,0.0287,100,2.851,27.2,BESS_100MWh,Operativo
1830,2005-01-05,0.0245,100,2.413,34.6,BESS_100MWh,Operativo
1831,2005-01-06,0.0251,100,2.48,32.6,BESS_100MWh,Operativo
1832,2005-01-07,0.0211,100,2.109,20.1,BESS_100MWh,Operativo
1833,2005-01-08,0.0228,100,2.265,25.7,BESS_100MWh,Operativo
1834,2005-01-09,0.0203,100,2.03,19.0,BESS_100MWh,Operativo
1835,2005-01-10,0.0141,100,1.426,11.4,BESS_100MWh,Operativo
1836,2005-01-11,0.0124,100,1.25,15.6,BESS_100MWh,Operativo
1837,2005-01-12,0.0287,100,2.862,21.3,BESS_100MWh,Operativo
1838,2005-01-13,0.0124,100,1.219,33.6,BESS_100MWh,Operativo
1839,2005-01-14,0.0188,100,1.907,5.7,BESS_100MWh,Operativo
1840,2005-01-15,0.0191,100,1.926,9.3,BESS_100MWh,Operativo
1841,2005-01-16,0.0224,100,2.281,2.2,BESS_100MWh,Operativo
1842,2005-01-17,0.0245,100,2.447,23.0,BESS_100MWh,Operativo
1843,2005-01-18,0.0296,100,2.977,14.0,BESS_100MWh,Operativo
1844,2005-01-19,0.0246,100,2.457,19.8,BESS_100MWh,Operativo
1845,2005-01-20,0.0233,100,2.327,19.1,BESS_100MWh,Operativo
1846,2005-01-21,0.03,100,2.988,23.4,BESS_100MWh,Operativo
1847,2005-01-22,0.0115,100,1.131,33.2,BESS_100MWh,Operativo
1848,2005-01-23,0.0221,100,2.23,12.3,BESS_100MWh,Operativo
1849,2005-01-24,0.014,100,1.412,9.7,BESS_100MWh,Operativo
1850,2005-01-25,0.0298,100,2.989,15.7,BESS_100MWh,Operativo
1851,2005-01-26,0.0202,100,2.029,17.1,BESS_100MWh,Operativo
1852,2005-01-27,0.015,100,1.488,30.0,BESS_100MWh,Operativo
1853,2005-01-28,0.0198,100,1.976,22.3,BESS_100MWh,Operativo
1854,2005-01-29,0.0139,100,1.386,21.5,BESS_100MWh,Operativo
1855,2005-01-30,0.0125,100,1.256,15.0,BESS_100MWh,Operativo
1856,2005-01-31,0.0218,100,2.197,11.5,BESS_100MWh,Operativo
1857,2005-02-01,0.0249,100,2.475,26.8,BESS_100MWh,Operativo
1858,2005-02-02,0.0192,100,1.921,17.8,BESS_100MWh,Operativo
1859,2005-02-03,0.02,100,1.977,31.4,BESS_100MWh,Operativo
1860,2005-02-04,0.0184,100,1.802,40.6,BESS_100MWh,Operativo
1861,2005-02-05,0.0188,100,1.864,26.5,BESS_100MWh,Operativo
1862,2005-02-06,0.0235,100,2.311,37.9,BESS_100MWh,Operativo
1863,2005-02-07,0.0189,100,1.88,24.9,BESS_100MWh,Operativo
1864,2005-02-08,0.0181,100,1.852,-4.9,BESS_100MWh,Operativo
1865,2005-02-09,0.0269,100,2.69,18.7,BESS_100MWh,Operativo
